model,language,sample_size,distribution,accuracy_mean,accuracy_std,accuracy_ci_lower,accuracy_ci_upper,precision_mean,precision_std,precision_ci_lower,precision_ci_upper,recall_mean,recall_std,recall_ci_lower,recall_ci_upper,f1_mean,f1_std,f1_ci_lower,f1_ci_upper
Claude-Haiku-4.5,arabic,500,0.25,0.5462600000000001,0.017684241572654438,0.5437879500552396,0.5487320499447605,0.30387738131696895,0.01578963642999391,0.30167017499125853,0.3060845876426794,0.6313999999999999,0.03945985301543837,0.6258839744997653,0.6369160255002344,0.41018178852594334,0.02183970344689079,0.4071288536586118,0.4132347233932749
Claude-Haiku-4.5,arabic,500,0.3,0.55564,0.018504875033352672,0.5530532351044822,0.5582267648955178,0.3627402357062221,0.016671998774025816,0.3604096854545163,0.3650707859579279,0.6357,0.03701589748562996,0.6305256108717658,0.6408743891282342,0.46176141891892825,0.02189911865341154,0.45870017850129113,0.46482265933656536
Claude-Haiku-4.5,arabic,500,0.35000000000000003,0.55979,0.019132587383832823,0.5571154882664313,0.5624645117335687,0.41576828364003904,0.017183102791217094,0.41336628703015754,0.41817028024992053,0.6354,0.03197804093500439,0.6309298442400174,0.6398701557599825,0.5024965160483675,0.021030569093030742,0.4995566886912759,0.5054363434054592
Claude-Haiku-4.5,arabic,500,0.4,0.56697,0.0203154891646743,0.5641301324455457,0.5698098675544543,0.46953416333447007,0.018689990621249,0.4669215214468883,0.4721468052220518,0.63445,0.030285268696182987,0.630216473981942,0.6386835260180579,0.5395345186129736,0.021705972260499057,0.5365002777999262,0.5425687594260211
Claude-Haiku-4.5,arabic,500,0.45,0.56974,0.018870410700353054,0.5671021374975137,0.5723778625024863,0.5179913311011396,0.017137215169668787,0.5155957490435502,0.520386913158729,0.6329111111111111,0.027979172147761525,0.6289999503933527,0.6368222718288695,0.5695702800621113,0.019992640078894074,0.5667755430302971,0.5723650170939255
Claude-Haiku-4.5,arabic,500,0.5,0.5753499999999999,0.018722112594469657,0.5727328678366096,0.5779671321633902,0.5676653008668372,0.01723921516445319,0.5652554604040775,0.5700751413295969,0.63334,0.026218398120403937,0.6296749748781155,0.6370050251218845,0.5985115471903335,0.018621452899802562,0.5959084860738478,0.6011146083068192
Claude-Haiku-4.5,arabic,500,0.55,0.58144,0.018395825613437403,0.5788684789367591,0.5840115210632408,0.6161791660036584,0.016242655276734182,0.6139086329466059,0.6184496990607109,0.6339818181818182,0.026705860315792328,0.6302486515516744,0.637714984811962,0.6247563154069543,0.018856940315640884,0.6221203359065547,0.6273922949073539
Claude-Haiku-4.5,arabic,500,0.6000000000000001,0.59099,0.017174396641512626,0.5885892204079255,0.5933907795920745,0.666900231921297,0.015410594100665604,0.6647460112758279,0.6690544525667661,0.6363333333333333,0.022105806175452335,0.6332432004197786,0.6394234662468881,0.651086034280882,0.01614477905319911,0.6488291831740556,0.6533428853877083
Claude-Haiku-4.5,arabic,500,0.6500000000000001,0.59615,0.018724248983604135,0.5935325691944191,0.5987674308055808,0.7119312573408595,0.016593973657583166,0.7096116140870026,0.7142509005947164,0.6363846153846154,0.02203050601475763,0.6333050085519968,0.6394642222172341,0.6718599722708696,0.01674921803196907,0.669518627670899,0.6742013168708402
Claude-Haiku-4.5,arabic,500,0.7000000000000001,0.60088,0.01796066813901978,0.5983693088573512,0.6033906911426488,0.7556671742089072,0.01495026264477198,0.753577302511932,0.7577570459058823,0.6353857142857142,0.02125967246853506,0.6324138609588102,0.6383575676126182,0.6901534803993162,0.015959920268817648,0.6879224703864288,0.6923844904122036
Claude-Haiku-4.5,arabic,500,0.7500000000000001,0.6070699999999999,0.01912577057271159,0.6043964411768223,0.6097435588231774,0.7997873975494204,0.01624065327463115,0.7975171443488248,0.802057650750016,0.6353066666666667,0.021094058141782224,0.6323579642838175,0.6382553690495159,0.7079229120370846,0.016079034423758146,0.7056752512597902,0.7101705728143789
Claude-Haiku-4.5,arabic,500,0.8,0.61194,0.017097262938844934,0.6095500027965642,0.6143299972034358,0.8407428199987305,0.013603414427136366,0.8388412219152053,0.8426444180822557,0.6353875,0.01781694681335722,0.6328968994161521,0.6378781005838479,0.723638966236781,0.01383766932127097,0.7217046220614471,0.7255733104121149
Claude-Haiku-4.5,arabic,500,0.8500000000000001,0.6157699999999999,0.015634804124132814,0.6135844374180474,0.6179555625819525,0.8805882158013089,0.011781165029991296,0.8789413468506699,0.8822350847519478,0.6340235294117648,0.0161563982419427,0.6317650540783764,0.6362820047451532,0.73711114382591,0.012374822988473004,0.7353812884425511,0.7388409992092689
Claude-Haiku-4.5,arabic,500,0.9000000000000001,0.62259,0.016320291051326274,0.6203086143705313,0.6248713856294686,0.9228303177569912,0.009998750561781044,0.9214326094825156,0.9242280260314668,0.6337111111111111,0.017357689440592298,0.6312847093315099,0.6361375128907123,0.7512716954675202,0.012905200676996862,0.7494676994923677,0.7530756914426726
Claude-Haiku-4.5,arabic,500,0.9500000000000001,0.62935,0.017924215464002895,0.6268444045145719,0.631855595485428,0.9615403139750042,0.008420406235404401,0.960363239759886,0.9627173881901223,0.6352631578947369,0.01728208205369953,0.6328473251426976,0.6376789906467761,0.7649395566193783,0.013408513328684367,0.7630652034277351,0.7668139098110215
Claude-Haiku-4.5,arabic,700,0.05,0.523507142857143,0.012677150825845073,0.5217350255814318,0.5252792601328541,0.06503956664035172,0.008342917358113492,0.06387332446312673,0.06620580881757672,0.6378571428571429,0.08388220603796684,0.6261313924510193,0.6495828932632665,0.11803717922411253,0.015154657566789003,0.1159187355098639,0.12015562293836116
Claude-Haiku-4.5,arabic,700,0.1,0.5273428571428571,0.012634613939007201,0.5255766860259522,0.529109028259762,0.1270597378068562,0.010826958283546774,0.12554625578859693,0.12857321982511546,0.6352142857142857,0.059690998535143036,0.6268701829137636,0.6435583885148078,0.2117430201249649,0.018257009800243387,0.20919090388731004,0.21429513636261976
Claude-Haiku-4.5,arabic,700,0.15000000000000002,0.5345928571428571,0.013046914953195578,0.5327690511709225,0.5364166631147916,0.1873387760749524,0.011038396133149749,0.1857957375205938,0.18888181462931097,0.6301904761904763,0.04326902606692281,0.6241419728911336,0.636238979489819,0.2887802637394579,0.017377400277322274,0.2863511066156341,0.2912094208632817
Claude-Haiku-4.5,arabic,700,0.2,0.5411642857142858,0.014437817051912312,0.539146047912059,0.5431825235165125,0.24831816955896582,0.012924753128860331,0.24651144037994083,0.2501248987379908,0.6386071428571429,0.03884228641938724,0.6331774459372652,0.6440368397770206,0.35753688458011945,0.019048929593218748,0.35487406722630777,0.36019970193393114
Claude-Haiku-4.5,arabic,700,0.25,0.5465714285714285,0.014279998856685489,0.5445752519053375,0.5485676052375195,0.30496959554170805,0.012459531249650789,0.30322789893510504,0.30671129214831105,0.6361142857142857,0.030208851250544948,0.631891441960519,0.6403371294680524,0.4122175442707685,0.017018559598219272,0.40983854887298254,0.4145965396685545
Claude-Haiku-4.5,arabic,700,0.3,0.5528214285714286,0.01427459388607063,0.5508260074569543,0.5548168496859028,0.360488620334474,0.013054675031486296,0.35866372959444054,0.36231351107450743,0.633904761904762,0.0295451535750492,0.6297746953162079,0.638034828493316,0.4595228370327865,0.017433784487213576,0.45708579805650246,0.46195987600907057
Claude-Haiku-4.5,arabic,700,0.35000000000000003,0.55875,0.014698283601030648,0.5566953520234542,0.5608046479765457,0.4150578042163363,0.013125412170979246,0.4132230252523122,0.41689258318036043,0.6364693877551021,0.02490156380731899,0.6329884406541804,0.6399503348560238,0.5023571757446182,0.016032235694685256,0.5001160568817817,0.5045982946074548
Claude-Haiku-4.5,arabic,700,0.4,0.5643571428571428,0.01501410901078566,0.5622583461856399,0.5664559395286457,0.46742890217114336,0.013506771810777644,0.4655408135940027,0.46931699074828404,0.6375357142857143,0.022297816082316586,0.6344187406350148,0.6406526879364138,0.5392873072010189,0.015380324818368991,0.5371373178468564,0.5414372965551815
Claude-Haiku-4.5,arabic,700,0.45,0.5697357142857143,0.0146872688865881,0.5676826060372998,0.5717888225341289,0.5179015210396374,0.01328359817469029,0.5160446295241573,0.5197584125551175,0.6329047619047619,0.02581633190825681,0.6292959409323992,0.6365135828771246,0.569538852348224,0.01712073020094682,0.5671455746962746,0.5719321300001734
Claude-Haiku-4.5,arabic,700,0.5,0.5773071428571428,0.015808921209112224,0.5750972407450761,0.5795170449692095,0.5691167892172766,0.014226459099117595,0.5671280967825107,0.5711054816520424,0.6368857142857142,0.021241449660356737,0.6339164082940615,0.6398550202773668,0.601002189616908,0.015897205997383243,0.5987799463249793,0.6032244329088366
Claude-Haiku-4.5,arabic,700,0.55,0.582442857142857,0.014736868938904527,0.58038281538779,0.5845028988979241,0.6170318979753776,0.013412362360505123,0.615157006734146,0.6189067892166092,0.6351818181818182,0.020135813952803422,0.6323670671185492,0.6379965692450872,0.625848021215516,0.014406826232777155,0.6238341155669989,0.6278619268640331
Claude-Haiku-4.5,arabic,700,0.6000000000000001,0.5898428571428571,0.015467404832256056,0.5876806950221874,0.5920050192635268,0.6652215756180644,0.013769767987951743,0.6632967232542165,0.6671464279819123,0.6372023809523809,0.019261356605302853,0.6345098687891351,0.6398948931156268,0.6507898786697572,0.014459687640671414,0.648768583615258,0.6528111737242565
Claude-Haiku-4.5,arabic,700,0.6500000000000001,0.5926857142857144,0.013793343558782704,0.5907575663330604,0.5946138622383683,0.7085275638756316,0.012325609816049007,0.7068045879176456,0.7102505398336177,0.6344945054945055,0.016369123209948672,0.6322062937009332,0.6367827172880778,0.6693668954298343,0.012334009583896004,0.6676427452826381,0.6710910455770305
Claude-Haiku-4.5,arabic,700,0.7000000000000001,0.5994214285714285,0.014815943907748538,0.5973503330614374,0.6014925240814197,0.7545919928399856,0.013249611693081784,0.752739852236759,0.7564441334432122,0.6341020408163266,0.016680586995285525,0.6317702900318298,0.6364337916008234,0.6889990262687311,0.01273129540604357,0.6872193402145718,0.6907787123228905
Claude-Haiku-4.5,arabic,700,0.7500000000000001,0.6070428571428572,0.013910435078804429,0.6050983411664793,0.6089873731192351,0.7992918475516853,0.01166614358355454,0.7976610572527172,0.8009226378506533,0.6357904761904762,0.015063993501948855,0.6336847062511,0.6378962461298525,0.7081301053061463,0.01164141564391573,0.7065027716836529,0.7097574389286396
Claude-Haiku-4.5,arabic,700,0.8,0.6110214285714285,0.01317261963936048,0.6091800505559763,0.6128628065868806,0.8408555641674795,0.011847734380908978,0.8391993896009009,0.8425117387340582,0.6338392857142857,0.012749737392253562,0.6320570216863521,0.6356215497422193,0.7227339938358409,0.010251702583396473,0.7213009258300196,0.7241670618416622
Claude-Haiku-4.5,arabic,700,0.8500000000000001,0.6166142857142857,0.013597201092541814,0.6147135561821981,0.6185150152463732,0.8826084073376073,0.010658997887329177,0.8811184042164489,0.8840984104587656,0.6332436974789915,0.013284924952234855,0.631386620495543,0.63510077446244,0.7373320482527579,0.0105356132180459,0.7358592928639172,0.7388048036415986
Claude-Haiku-4.5,arabic,700,0.9000000000000001,0.6237142857142858,0.012345370114553314,0.6219885474979,0.6254400239306716,0.9229642460488376,0.009579695986897207,0.9216251166981139,0.9243033753995614,0.6349603174603174,0.011906282971610007,0.6332959584861795,0.6366246764344554,0.7522664416370154,0.009286212159543982,0.750968337889579,0.7535645453844518
Claude-Haiku-4.5,arabic,700,0.9500000000000001,0.62815,0.011690566142608055,0.6265157957131879,0.629784204286812,0.9607867477942303,0.0061478948247405615,0.95992734407033,0.9616461515181307,0.6344962406015037,0.011738612092168968,0.6328553200534106,0.6361371611495967,0.7642058889123043,0.008852660762063678,0.7629683905747063,0.7654433872499024
Claude-Haiku-4.5,english,300,0.05,0.53635,0.02542002163649748,0.5327965785640769,0.5399034214359231,0.0644261684383704,0.012805137093623877,0.06263616018074224,0.06621617669599857,0.6116666666666667,0.1246216496262008,0.5942460189782308,0.6290873143551026,0.11654613960956688,0.023154828712345553,0.11330936562612375,0.11978291359301001
Claude-Haiku-4.5,english,300,0.1,0.5416833333333334,0.02523885342526919,0.5381552370924275,0.5452114295742393,0.1297923714182864,0.01699152656910439,0.12741715492149858,0.13216758791507421,0.6276666666666667,0.08551218236797219,0.6157130646515275,0.6396202686818059,0.21502783205261808,0.028052284163526217,0.21110645113096851,0.21894921297426764
Claude-Haiku-4.5,english,300,0.15000000000000002,0.54415,0.027561038321030892,0.5402972894961806,0.5480027105038194,0.1907445547701774,0.020359362949402972,0.18789855417424262,0.1935905553661122,0.6283333333333333,0.0732975501923327,0.6180871939012517,0.6385794727654149,0.2924845033602612,0.0311631207302251,0.28812826390474283,0.2968407428157796
Claude-Haiku-4.5,english,300,0.2,0.5564833333333333,0.024882384442724847,0.5530050672830515,0.5599615993836151,0.2568962178222473,0.02093125801871923,0.25397027299072267,0.25982216265377195,0.643,0.05982288673892106,0.6346374607725876,0.6513625392274124,0.3669289741784347,0.03002998349223218,0.36273113404329865,0.3711268143135707
Claude-Haiku-4.5,english,300,0.25,0.5587666666666666,0.025480515431730705,0.5552047889063628,0.5623285444269704,0.3132177053305881,0.022640416301332743,0.310052840180046,0.3163825704811303,0.6408666666666667,0.05257929461510702,0.6335166968183805,0.6482166365149529,0.42058413768925734,0.03050477011435968,0.41631992794261263,0.42484834743590205
Claude-Haiku-4.5,english,300,0.3,0.5642166666666667,0.02672800757424483,0.5604804041090663,0.5679529292242671,0.36996175209805515,0.02374083934739356,0.366643060688182,0.37328044350792833,0.6425555555555555,0.047740424674987424,0.6358820030768824,0.6492291080342287,0.4692969562195042,0.029951533723705934,0.465110082443607,0.47348382999540134
Claude-Haiku-4.5,english,300,0.35000000000000003,0.5676833333333333,0.02486675044668639,0.5642072527326726,0.571159413933994,0.42210104992297465,0.022163688680105303,0.4190028257128923,0.42519927413305697,0.6337619047619047,0.038823952912189284,0.6283347706517053,0.6391890388721042,0.5063881074802844,0.025338254862602654,0.5028461160821189,0.5099300988784499
Claude-Haiku-4.5,english,300,0.4,0.5710999999999999,0.025938195773800455,0.5674741438858786,0.5747258561141213,0.4731955289380245,0.02423182645831901,0.4698082032779657,0.47658285459808336,0.633625,0.04160309734062277,0.6278093740337849,0.6394406259662151,0.5414604726292167,0.028384527823090252,0.537492647933493,0.5454282973249404
Claude-Haiku-4.5,english,300,0.45,0.57835,0.02629110009954784,0.5746748119925438,0.5820251880074563,0.526203975042716,0.02440710962851564,0.5227921468474808,0.5296158032379512,0.6344814814814815,0.04093956534910865,0.6287586095197981,0.640204353443165,0.5749559508833166,0.028659350082779936,0.5709497092529965,0.5789621925136368
Claude-Haiku-4.5,english,300,0.5,0.5827333333333333,0.02677843244935081,0.5789900219685106,0.5864766446981561,0.5756245476087947,0.024824041600790585,0.5721544372048033,0.579094658012786,0.6313000000000001,0.03732260262450445,0.6260827370839082,0.636517262916092,0.6018167096586124,0.027262210363371855,0.5980057718049341,0.6056276475122908
Claude-Haiku-4.5,english,300,0.55,0.5874833333333334,0.02959072208198599,0.5833468968009741,0.5916197698656926,0.6221903817559568,0.026177852556097694,0.6185310244293007,0.6258497390826128,0.6368787878787878,0.0390745913793101,0.6314166174450766,0.642340958312499,0.6290775040779146,0.029307713234441413,0.6249806288692946,0.6331743792865346
Claude-Haiku-4.5,english,300,0.6000000000000001,0.5962166666666667,0.02672218699466377,0.592481217757951,0.5999521155753824,0.6722195279804478,0.023637160989027253,0.6689153295913253,0.6755237263695704,0.6386666666666667,0.03210630490752268,0.6341785811048956,0.6431547522284379,0.6547232192835604,0.024980230524335467,0.6512312754965407,0.65821516307058
Claude-Haiku-4.5,english,300,0.6500000000000001,0.6000666666666666,0.02469133901233836,0.596615106531009,0.6035182268023243,0.7166725895002901,0.022126379248398036,0.7135795807119839,0.7197655982885963,0.6368717948717949,0.02949672086434099,0.6327484986092025,0.6409950911343874,0.6740774063007968,0.02222079402518249,0.6709711994319976,0.6771836131695961
Claude-Haiku-4.5,english,300,0.7000000000000001,0.6051166666666666,0.025470849351104618,0.6015561401112749,0.6086771932220584,0.7604922373315628,0.020672708535008147,0.757602434691056,0.7633820399720695,0.6365238095238096,0.029589443174758964,0.6323875517677087,0.6406600672799105,0.6926926924988603,0.022484269324449885,0.6895496548676943,0.6958357301300264
Claude-Haiku-4.5,english,300,0.7500000000000001,0.6108499999999999,0.026635393120182524,0.6071266838588522,0.6145733161411476,0.8030765059689432,0.02145821589631584,0.8000768985951573,0.8060761133427291,0.6377333333333334,0.02895373917727517,0.6336859395539773,0.6417807271126894,0.7105847356932458,0.02237333182067483,0.7074572058263766,0.7137122655601149
Claude-Haiku-4.5,english,300,0.8,0.6133666666666666,0.026121489663153252,0.6097151882126112,0.6170181451207221,0.845196202253517,0.01957734066907193,0.8424595192173402,0.8479328852896938,0.6327916666666666,0.02858135926127766,0.6287963272401642,0.6367870060931691,0.7233772158094274,0.02183949338262017,0.7203243103066217,0.7264301213122331
Claude-Haiku-4.5,english,300,0.8500000000000001,0.6210333333333332,0.02521108662650003,0.617509118565833,0.6245575481008334,0.886149340536791,0.016068549132311524,0.883903145480491,0.8883955355930909,0.635921568627451,0.026240657149899895,0.6322534319538266,0.6395897053010754,0.7401869575832413,0.02030076003785541,0.7373491489882842,0.7430247661781983
Claude-Haiku-4.5,english,300,0.9000000000000001,0.6280166666666667,0.024743343661590193,0.6245578368898553,0.631475496443478,0.926181885648169,0.013619850289147811,0.924277990023547,0.9280857812727908,0.637574074074074,0.025892564514148488,0.6339545966758527,0.6411935514722952,0.7549438881254824,0.01955635167217514,0.7522101391053564,0.7576776371456084
Claude-Haiku-4.5,english,300,0.9500000000000001,0.6305499999999999,0.02338037519896642,0.6272816972581704,0.6338183027418295,0.9625656786528739,0.010265355588211653,0.9611307021168134,0.9640006551889344,0.6358771929824562,0.023687296744990913,0.6325659862015827,0.6391883997633296,0.7655795333894082,0.017889779512181406,0.7630787516469076,0.7680803151319088
Claude-Haiku-4.5,english,500,0.05,0.5368200000000001,0.016046420161518898,0.534576898314756,0.5390631016852442,0.06698397320116228,0.009957101567784397,0.06559208696846812,0.06837585943385645,0.6396,0.09943761863600717,0.6256997850178454,0.6535002149821545,0.12125557098630056,0.018061667873978195,0.11873076126309527,0.12378038070950585
Claude-Haiku-4.5,english,500,0.1,0.5441600000000001,0.018300120218184352,0.5416018574306051,0.5467181425693951,0.13276811205596661,0.011747744314674074,0.13112591493007705,0.13441030918185617,0.6431,0.06076503929069741,0.6346057588755056,0.6515942411244944,0.22004975204557717,0.019430881348246696,0.2173335423078717,0.22276596178328265
Claude-Haiku-4.5,english,500,0.15000000000000002,0.54702,0.01748483914710111,0.5445758241799539,0.549464175820046,0.19259551725784632,0.0143697234956305,0.19058679813762544,0.1946042363780672,0.6328666666666667,0.05311417471405872,0.6254419268423183,0.6402914064910151,0.2952489987943607,0.022240984137938475,0.2921399695841611,0.29835802800456024
Claude-Haiku-4.5,english,500,0.2,0.55154,0.01814906058174911,0.5490029737993434,0.5540770262006567,0.2516372911306973,0.016178293604156367,0.24937575508199758,0.2538988271793971,0.6295000000000001,0.04747367691679253,0.6228637357351415,0.6361362642648586,0.3594504818864745,0.02359163202651974,0.3561526479133089,0.36274831585964007
Claude-Haiku-4.5,english,500,0.25,0.55825,0.019127924612983998,0.5555761400672096,0.5609238599327905,0.31176596259723666,0.017058802457281058,0.3093813417188717,0.3141505834756016,0.6349999999999999,0.040991218571786815,0.6292699075224836,0.6407300924775162,0.41807503320671,0.023178083517949293,0.41483500847368443,0.4213150579397356
Claude-Haiku-4.5,english,500,0.3,0.5611700000000001,0.019462042544399056,0.5584494342918725,0.5638905657081276,0.36592602636685156,0.01793895316297522,0.3634183707236395,0.36843368201006366,0.6312666666666666,0.037549315720943714,0.626017711913793,0.6365156214195403,0.46315166089630316,0.02314962874819164,0.45991561380697343,0.4663877079856329
Claude-Haiku-4.5,english,500,0.35000000000000003,0.56769,0.016569969824957412,0.5653737122009345,0.5700062877990656,0.42175458490257184,0.015684855300819107,0.41956202575206114,0.42394714405308254,0.6339142857142857,0.03247644044031718,0.629374459538158,0.6384541118904133,0.5063677131818412,0.02020215473989137,0.5035436884531802,0.5091917379105021
Claude-Haiku-4.5,english,500,0.4,0.57507,0.019487306124757194,0.5723459027390958,0.5777940972609041,0.47682896756299525,0.018081120492965667,0.4743014385913848,0.4793564965346057,0.637475,0.02950422639216288,0.6333506545524843,0.6415993454475157,0.5454019403240984,0.020642552726661063,0.5425163531125685,0.5482875275356283
Claude-Haiku-4.5,english,500,0.45,0.5788699999999999,0.018636069864646877,0.5762648956029479,0.5814751043970519,0.5266194607867201,0.017261897900403615,0.5242064495430183,0.5290324720304218,0.6365111111111111,0.02903170680480223,0.6324528183701836,0.6405694038520386,0.5761834033779045,0.01999363116046156,0.5733885278044897,0.5789782789513194
Claude-Haiku-4.5,english,500,0.5,0.5851,0.017600852252092788,0.5826396069060262,0.5875603930939737,0.5771923841022669,0.01642557672434032,0.5748962807682765,0.5794884874362574,0.6372599999999999,0.025745143231297063,0.6336611303712797,0.6408588696287202,0.6055458963598017,0.017979520447296383,0.6030325698851574,0.608059222834446
Claude-Haiku-4.5,english,500,0.55,0.58744,0.018342475296426047,0.5848759366865122,0.5900040633134878,0.6231434372745144,0.017225374591086026,0.6207355315618817,0.6255513429871471,0.633,0.025101282440650106,0.6294911345722184,0.6365088654277816,0.6278142571235827,0.017946277088959448,0.6253055776812583,0.6303229365659072
Claude-Haiku-4.5,english,500,0.6000000000000001,0.59369,0.02006299828041662,0.5908854277152873,0.5964945722847128,0.6704325069222642,0.018520117510190736,0.6678436113069262,0.6730214025376022,0.6354666666666666,0.023544378899809135,0.632175438127429,0.6387578952059042,0.652288989646526,0.018208932841455805,0.649743594004879,0.6548343852881731
Claude-Haiku-4.5,english,500,0.6500000000000001,0.59842,0.019959549093103286,0.5956298887006075,0.6012101112993924,0.7153515593383274,0.017247400102316544,0.7129405747170744,0.7177625439595804,0.6349692307692307,0.022426057329305072,0.6318343304935057,0.6381041310449558,0.6726096420375169,0.01784264017757445,0.6701154498221403,0.6751038342528936
Claude-Haiku-4.5,english,500,0.7000000000000001,0.60399,0.017901393800483816,0.6014875947159617,0.6064924052840384,0.7589772006293242,0.015815665999087947,0.7567663556745792,0.7611880455840692,0.6366142857142857,0.020148585811517433,0.633797749294687,0.6394308221338844,0.6922616798927151,0.015361894982570323,0.6901142668138416,0.6944090929715887
Claude-Haiku-4.5,english,500,0.7500000000000001,0.61074,0.019379690400003827,0.6080309461575731,0.6134490538424268,0.8032732595854088,0.01638002144188096,0.8009835243465966,0.8055629948242211,0.6372,0.02054328763043215,0.6343282888868395,0.6400717111131605,0.7104834372048581,0.01607990623484922,0.7082356545585794,0.7127312198511367
Claude-Haiku-4.5,english,500,0.8,0.61582,0.018478300787680688,0.613236949872926,0.6184030501270741,0.8448091546686683,0.013797230506768067,0.84288046336619,0.8467378459711467,0.636875,0.02064695800838467,0.6339887969816572,0.6397612030183427,0.7260615015984209,0.01543597728879799,0.7239037326804084,0.7282192705164333
Claude-Haiku-4.5,english,500,0.8500000000000001,0.62068,0.01883554087357198,0.6180470118910812,0.6233129881089188,0.8861671937179545,0.014145626212165023,0.8841898007744846,0.8881445866614244,0.6354705882352941,0.01880431004117321,0.6328419658311294,0.6380992106394588,0.7400051139493149,0.014753091018540155,0.7379428045374246,0.7420674233612052
Claude-Haiku-4.5,english,500,0.9000000000000001,0.62599,0.017983878891940985,0.6234760642658181,0.628503935734182,0.9253391498776264,0.00970506186762374,0.923982495844419,0.9266958039108338,0.6357666666666667,0.018892284008603308,0.633125746531755,0.6384075868015784,0.753536092946226,0.01423601547866235,0.7515460646414751,0.755526121250977
Claude-Haiku-4.5,english,500,0.9500000000000001,0.6291499999999999,0.01730368457872486,0.62673114746786,0.6315688525321398,0.9617624667540343,0.008296729232432609,0.9606026811360612,0.9629222523720075,0.6348842105263158,0.016569517786211827,0.6325679859169749,0.6372004351356567,0.7647453124345769,0.012957192876160501,0.7629340485586472,0.7665565763105066
Claude-Haiku-4.5,english,700,0.05,0.5368071428571429,0.011757739526605875,0.5351635485176379,0.5384507371966479,0.06634039614575522,0.007844687870233876,0.06524380061822853,0.06743699167328192,0.6322857142857142,0.07731779107247266,0.6214775922430218,0.6430938363284067,0.12007607125474039,0.014224191517041917,0.1180876958014024,0.12206444670807838
Claude-Haiku-4.5,english,700,0.1,0.5411714285714285,0.012205518992552141,0.5394652399046798,0.5428776172381773,0.13055890821434846,0.009532023934516135,0.1292264428584571,0.1318913735702398,0.6341428571428572,0.04964753318162351,0.6272027132212256,0.6410830010644889,0.21651902004698872,0.01588747762682568,0.2142981366673753,0.21873990342660216
Claude-Haiku-4.5,english,700,0.15000000000000002,0.5466928571428571,0.01363412398119857,0.5447869662231868,0.5485987480625274,0.19336697962167052,0.012114824680323303,0.1916734689580249,0.19506049028531613,0.6377619047619048,0.04503843156083832,0.6314660592887107,0.6440577502350988,0.29672058092444414,0.01887430067746197,0.29408217464869746,0.29935898720019083
Claude-Haiku-4.5,english,700,0.2,0.5536428571428571,0.013502645243485758,0.5517553454115147,0.5555303688741995,0.25511989084690884,0.0125526249246658,0.25336518083437415,0.2568746008594435,0.6418928571428572,0.03819042980343935,0.6365542821466891,0.6472314321390252,0.3650655100452172,0.018569030042592888,0.36246977703046196,0.36766124305997244
Claude-Haiku-4.5,english,700,0.25,0.5569928571428571,0.014298849318624723,0.5549940454028669,0.5589916688828472,0.31136688246100663,0.012893059708355624,0.3095645836511375,0.3131691812708758,0.6371714285714286,0.03232486879876147,0.6326527903363611,0.6416900668064961,0.4182356252879974,0.017750820242838233,0.415754268424573,0.4207169821514218
Claude-Haiku-4.5,english,700,0.3,0.5617,0.014790641001136152,0.5596324415401355,0.5637675584598645,0.36693278112091354,0.013746283840006675,0.36501121156602256,0.3688543506758045,0.6356190476190476,0.029817890199739457,0.6314508556432538,0.6397872395948415,0.46518620659529797,0.018107662605562895,0.4626549673470714,0.46771744584352454
Claude-Haiku-4.5,english,700,0.35000000000000003,0.5682357142857143,0.015594332761798892,0.5660558091264232,0.5704156194450054,0.42254160957708337,0.014456633869359407,0.42052074140406354,0.4245624777501032,0.6368775510204082,0.026843919267982692,0.6331250853649864,0.6406300166758301,0.5079354525612839,0.01782593088729087,0.5054435961090755,0.5104273090134923
Claude-Haiku-4.5,english,700,0.4,0.5728714285714286,0.01419470294992941,0.5708871752745541,0.574855681868303,0.4747507156454614,0.013147762517711674,0.4729128123646167,0.4765886189263061,0.6368571428571428,0.025217826542154737,0.6333319859283374,0.6403822997859482,0.5438611044331858,0.016180803660307372,0.541599217508021,0.5461229913583506
Claude-Haiku-4.5,english,700,0.45,0.5789785714285715,0.015771569292850462,0.5767738906771241,0.5811832521800188,0.5266548635822237,0.014528009943775674,0.5246240178695908,0.5286857092948566,0.6372539682539682,0.023327345090570262,0.6339930785004758,0.6405148580074606,0.5765912330720626,0.01668879774599783,0.5742583345207385,0.5789241316233867
Claude-Haiku-4.5,english,700,0.5,0.5827785714285715,0.014731749345393784,0.5807192453327428,0.5848378975244002,0.5750432243980207,0.013634163814454906,0.5731373279101274,0.576949120885914,0.6347857142857143,0.019888336239297314,0.6320055577096043,0.6375658708618243,0.6033422960900348,0.01477529200716585,0.6012768832398386,0.6054077089402309
Claude-Haiku-4.5,english,700,0.55,0.5892571428571428,0.01515764776323443,0.5871382811484369,0.5913760045658487,0.6241015238697892,0.014097786694606583,0.6221308183308231,0.6260722294087554,0.6371168831168831,0.01843714964676803,0.6345395854375576,0.6396941807962085,0.6304337039631654,0.014111664651446858,0.6284610584483004,0.6324063494780305
Claude-Haiku-4.5,english,700,0.6000000000000001,0.5957857142857143,0.015046017847298483,0.5936824571324194,0.5978889714390091,0.6721579540682648,0.01422640375350055,0.6701692693701683,0.6741466387663614,0.6374285714285715,0.0183752766958975,0.6348599228634392,0.6399972199937037,0.6541953207823249,0.01365464656773806,0.6522865610453116,0.6561040805193382
